max_time;nodes;formula_size;sample_count;compilation;visualization;simulation;
100;100;29;1000000;5720741;735;196771;
100;100;29;1000000;1042313;737;191444;
100;100;29;1000000;1006861;743;190840;
100;100;29;1000000;1032252;734;191850;
100;100;29;1000000;1008937;743;192007;
100;100;34;1000000;6521444;724;201998;
100;100;34;1000000;1091601;752;194583;
100;100;34;1000000;1119465;754;196665;
100;100;34;1000000;1122094;753;194840;
100;100;34;1000000;1119508;746;195327;
100;100;39;1000000;7213399;733;200347;
100;100;39;1000000;1171446;747;198569;
100;100;39;1000000;1173517;728;200193;
100;100;39;1000000;1175003;748;200736;
100;100;39;1000000;1184618;758;201512;
100;100;44;1000000;7821567;734;208105;
100;100;44;1000000;1253761;758;202797;
100;100;44;1000000;1263204;784;203083;
100;100;44;1000000;1295805;753;203961;
100;100;44;1000000;1251958;744;203602;
100;100;49;1000000;8394685;733;223115;
100;100;49;1000000;1341232;782;208950;
100;100;49;1000000;1355249;760;208968;
100;100;49;1000000;1351272;777;208542;
100;100;49;1000000;1346913;761;210374;
