max_time;nodes;formula_size;sample_count;compilation;visualization;simulation;
100;1000;9;2000000;1110487;172;1557187;
100;1000;24;2000000;1848907;173;3900542;
100;1000;24;2000000;1854587;170;3900684;
100;1000;24;2000000;1852844;168;3902513;
100;1000;24;2000000;1852888;172;3902526;
100;1000;24;2000000;1861250;169;3903744;
100;1000;49;2000000;3059974;181;6018696;
100;1000;49;2000000;3162796;170;6016962;
100;1000;49;2000000;3050319;168;6020097;
100;1000;49;2000000;3059517;170;6010041;
100;1000;49;2000000;3052289;178;6016557;
100;1000;4;4000000;854318;170;3223592;
100;1000;4;4000000;850160;169;3228477;
100;1000;4;4000000;860015;169;3233899;
100;1000;4;4000000;852428;161;3230318;
100;1000;4;4000000;854838;166;3241973;
100;1000;9;4000000;1102218;171;3110657;
100;1000;9;4000000;1108033;171;3110661;
100;1000;9;4000000;1101331;167;3122526;
100;1000;9;4000000;1102724;171;3111628;
100;1000;9;4000000;1104439;171;3111831;
100;1000;24;4000000;1862563;168;7775839;
100;1000;24;4000000;1865766;176;7776974;
100;1000;24;4000000;1864579;178;7779139;
100;1000;24;4000000;1855304;171;7778107;
100;1000;24;4000000;1858490;171;7780120;
100;1000;49;4000000;3068514;167;12005442;
100;1000;49;4000000;3053017;167;12005516;
100;1000;49;4000000;3054683;173;12008467;
100;1000;49;4000000;3052437;169;12016103;
100;1000;49;4000000;3058689;173;12009475;
100;1000;4;6000000;853066;165;4819496;
100;1000;4;6000000;854488;169;4811549;
100;1000;4;6000000;863548;166;4831484;
100;1000;4;6000000;851896;169;4814386;
100;1000;4;6000000;852661;171;4794327;
100;1000;9;6000000;1103300;176;4647174;
100;1000;9;6000000;1102428;173;4647871;
100;1000;9;6000000;1097695;168;4646502;
100;1000;9;6000000;1100897;177;4650870;
100;1000;9;6000000;1100705;166;4650721;
100;1000;24;6000000;1856583;169;11644608;
100;1000;24;6000000;1903784;170;11642219;
100;1000;24;6000000;1853784;186;11645084;
100;1000;24;6000000;1863318;172;11642839;
100;1000;24;6000000;1858147;167;11649335;
100;1000;49;6000000;3065165;172;17983610;
100;1000;49;6000000;3055834;169;17986375;
100;1000;49;6000000;3051440;172;17988132;
100;1000;49;6000000;3063560;173;17985640;
100;1000;49;6000000;3072597;168;17982368;
100;1000;4;8000000;853245;169;6417523;
100;1000;4;8000000;853976;176;6404851;
100;1000;4;8000000;856358;168;6413502;
100;1000;4;8000000;860682;167;6426376;
100;1000;4;8000000;855791;170;6404046;
100;1000;9;8000000;1111101;167;6186401;
100;1000;9;8000000;1109417;165;6198796;
100;1000;9;8000000;1102498;171;6185402;
100;1000;9;8000000;1105721;166;6186105;
100;1000;9;8000000;1104035;172;6188881;
100;1000;24;8000000;1860158;181;15503653;
100;1000;24;8000000;1858203;180;15507910;
100;1000;24;8000000;1857989;174;15507416;
100;1000;24;8000000;1877957;169;15507877;
100;1000;24;8000000;1855068;177;15502282;
100;1000;49;8000000;3063884;167;23940482;
100;1000;49;8000000;3077356;171;23943042;
100;1000;49;8000000;3066738;168;23935365;
100;1000;49;8000000;3194437;171;23933747;
100;1000;49;8000000;3068485;173;23949971;
100;1000;4;10000000;1147960;169;8014984;
100;1000;4;10000000;850061;165;8009117;
100;1000;4;10000000;854901;173;8003417;
100;1000;4;10000000;853859;175;8023930;
100;1000;4;10000000;853564;170;7998082;
100;1000;9;10000000;1109478;171;7728905;
100;1000;9;10000000;1096288;172;7725586;
100;1000;9;10000000;1106465;171;7727125;
100;1000;9;10000000;1101491;173;7722776;
100;1000;9;10000000;1336502;168;7727363;
100;1000;24;10000000;1858712;171;19374160;
100;1000;24;10000000;1858173;168;19377362;
100;1000;24;10000000;1936599;171;19371876;
100;1000;24;10000000;1856764;170;19380473;
100;1000;24;10000000;1860416;171;19375207;
100;1000;49;10000000;3072876;168;29926035;
100;1000;49;10000000;3052315;172;29917017;
100;1000;49;10000000;3055718;169;29928002;
100;1000;49;10000000;3079839;168;29918049;
100;1000;49;10000000;3067833;175;29908582;
