max_time;nodes;formula_size;sample_count;compilation;visualization;simulation;
100;200;49;8000000;848772;166;4172971;
100;200;49;8000000;853638;161;4167351;
100;200;4;10000000;473775;142;568740;
100;200;4;10000000;467053;142;568827;
100;200;4;10000000;464715;138;568264;
100;200;4;10000000;471861;146;568606;
100;200;4;10000000;461370;139;568715;
100;200;24;10000000;630994;157;1259409;
100;200;24;10000000;634900;159;1260805;
100;200;24;10000000;629256;161;1260331;
100;200;24;10000000;635393;158;1260631;
100;200;24;10000000;638729;161;1260987;
100;200;49;10000000;854996;162;5213843;
100;200;49;10000000;856596;169;5215102;
100;200;49;10000000;856983;168;5213533;
100;200;49;10000000;847215;164;5215564;
100;200;49;10000000;852175;162;5212792;
100;400;4;2000000;558238;135;386219;
100;400;4;2000000;559410;137;385859;
100;400;4;2000000;553548;136;385987;
100;400;4;2000000;563111;134;386154;
100;400;4;2000000;557229;135;385093;
100;400;24;2000000;4122226;151;1630596;
100;400;24;2000000;920218;151;1631291;
100;400;24;2000000;916207;144;1630130;
100;400;24;2000000;914916;145;1631096;
100;400;24;2000000;917770;147;1630330;
100;400;49;2000000;7845566;150;2468504;
100;400;49;2000000;1384825;158;2469185;
100;400;49;2000000;1380439;156;2468359;
100;400;49;2000000;1372725;159;2468804;
100;400;49;2000000;1374875;158;2468431;
100;400;4;4000000;565173;135;756442;
100;400;4;4000000;561204;136;757373;
100;400;4;4000000;553347;132;755969;
100;400;4;4000000;559018;136;756244;
100;400;4;4000000;558309;140;756612;
100;400;24;4000000;915675;148;3233230;
100;400;24;4000000;920166;147;3235757;
100;400;24;4000000;917705;144;3233068;
100;400;24;4000000;914298;151;3234434;
100;400;24;4000000;918342;146;3232547;
100;400;49;4000000;1382315;164;4909649;
100;400;49;4000000;1376249;164;4912692;
100;400;49;4000000;1412696;163;4915246;
100;400;49;4000000;1382914;162;4913511;
100;400;49;4000000;1375409;163;4907468;
100;400;4;6000000;564980;137;1130542;
100;400;4;6000000;557752;141;1128313;
100;400;4;6000000;555221;137;1129237;
100;400;4;6000000;560395;138;1128185;
100;400;4;6000000;557882;140;1127468;
100;400;24;6000000;921795;149;4832100;
100;400;24;6000000;916813;149;4837537;
100;400;24;6000000;915482;156;4838873;
100;400;24;6000000;914982;148;4838098;
100;400;24;6000000;918381;153;4836211;
100;400;49;6000000;1382654;165;7356801;
100;400;49;6000000;1394578;165;7356677;
100;400;49;6000000;1381493;158;7357993;
100;400;49;6000000;1389261;163;7356474;
100;400;49;6000000;1390486;165;7352730;
100;400;4;8000000;563100;142;1497043;
100;400;4;8000000;558424;143;1497921;
100;400;4;8000000;555476;139;1497607;
100;400;4;8000000;559974;137;1496387;
100;400;4;8000000;561530;138;1498946;
100;400;24;8000000;919912;147;6434798;
100;400;24;8000000;919839;149;6436738;
100;400;24;8000000;916576;150;6438843;
100;400;24;8000000;921012;151;6438572;
100;400;24;8000000;916447;150;6440121;
100;400;49;8000000;1385960;161;9796627;
100;400;49;8000000;1379379;173;9791246;
100;400;49;8000000;1383156;164;9795771;
100;400;49;8000000;1381519;166;9792596;
100;400;49;8000000;1374981;165;9792730;
100;400;4;10000000;618002;141;1868132;
100;400;4;10000000;564317;140;1869113;
100;400;4;10000000;557379;143;1868501;
100;400;4;10000000;563497;139;1869840;
100;400;4;10000000;555527;138;1867585;
100;400;24;10000000;924657;154;8036817;
100;400;24;10000000;917661;160;8035013;
100;400;24;10000000;912243;155;8042277;
100;400;24;10000000;915757;150;8037625;
100;400;24;10000000;915532;157;8042702;
100;400;49;10000000;1394482;168;12228972;
100;400;49;10000000;1378522;166;12228598;
100;400;49;10000000;1385359;162;12225519;
100;400;49;10000000;1386773;162;12228959;
100;400;49;10000000;1389916;168;12225167;
100;600;4;2000000;653050;141;980799;
100;600;4;2000000;649075;145;980202;
100;600;4;2000000;650858;149;981131;
100;600;4;2000000;645737;149;979941;
100;600;4;2000000;646318;146;980600;
100;600;24;2000000;5818131;146;2322363;
100;600;24;2000000;1241560;144;2322761;
100;600;24;2000000;1230224;141;2320025;
100;600;24;2000000;1228009;140;2321608;
100;600;24;2000000;1230294;138;2322793;
100;600;49;2000000;12252569;151;3646013;
100;600;49;2000000;1911175;154;3646308;
100;600;49;2000000;1901559;156;3649038;
100;600;49;2000000;1906421;150;3646953;
100;600;49;2000000;1910266;151;3646877;
100;600;4;4000000;655504;156;1941741;
100;600;4;4000000;654224;148;1942597;
100;600;4;4000000;646138;147;1944167;
100;600;4;4000000;655146;142;1940666;
100;600;4;4000000;646320;148;1940794;
100;600;24;4000000;1230691;152;4604516;
100;600;24;4000000;1230159;149;4608999;
100;600;24;4000000;1231764;148;4608389;
100;600;24;4000000;1235448;149;4609971;
100;600;24;4000000;1232960;145;4605664;
100;600;49;4000000;1901020;158;7254785;
100;600;49;4000000;1893552;153;7259493;
100;600;49;4000000;1901267;155;7263100;
100;600;49;4000000;1891847;153;7259100;
100;600;49;4000000;1919714;167;7258718;
100;600;4;6000000;648726;146;2907206;
100;600;4;6000000;661127;153;2903045;
100;600;4;6000000;650191;152;2902536;
100;600;4;6000000;646043;152;2904991;
100;600;4;6000000;647861;144;2903833;
100;600;24;6000000;1230663;147;6893483;
100;600;24;6000000;1240075;148;6903152;
100;600;24;6000000;1227455;154;6892847;
100;600;24;6000000;1238639;139;6895850;
100;600;24;6000000;1231482;149;6894882;
100;600;49;6000000;1914390;144;10872454;
100;600;49;6000000;1907518;156;10876215;
100;600;49;6000000;1897587;156;10875217;
100;600;49;6000000;1913694;155;10869343;
100;600;49;6000000;1900098;156;10876752;
100;600;4;8000000;650772;151;3870869;
100;600;4;8000000;650832;172;3870555;
100;600;4;8000000;653037;146;3869578;
100;600;4;8000000;652322;161;3869669;
100;600;4;8000000;654820;142;3869293;
100;600;24;8000000;1230960;154;9189014;
100;600;24;8000000;1240539;149;9183339;
100;600;24;8000000;1240769;150;9182887;
100;600;24;8000000;1239955;160;9183402;
100;600;24;8000000;1234647;148;9184368;
100;600;49;8000000;1909583;159;14487053;
100;600;49;8000000;1938322;158;14494216;
100;600;49;8000000;1903379;159;14491362;
100;600;49;8000000;1916416;157;14498235;
100;600;49;8000000;1907083;160;14499517;
100;600;4;10000000;655779;144;4830674;
100;600;4;10000000;651833;152;4830326;
100;600;4;10000000;650247;155;4831068;
100;600;4;10000000;652645;153;4830813;
100;600;4;10000000;650792;148;4829127;
100;600;24;10000000;1233098;146;11467146;
100;600;24;10000000;1233726;149;11472465;
100;600;24;10000000;1227130;147;11472228;
100;600;24;10000000;1233796;148;11474145;
100;600;24;10000000;1228910;146;11473519;
100;600;49;10000000;1929943;163;18107515;
100;600;49;10000000;1956814;159;18107981;
100;600;49;10000000;1907331;157;18117968;
100;600;49;10000000;1893147;168;18117309;
100;600;49;10000000;1913442;161;18099977;
100;200;9;2000000;1430886;141;150872;
100;200;9;2000000;512004;142;149677;
100;200;9;2000000;510527;137;150049;
100;200;9;2000000;505197;137;150062;
100;200;9;2000000;507073;138;150105;
100;200;9;4000000;507561;143;286938;
100;200;9;4000000;508610;140;287459;
100;200;9;4000000;508853;144;287057;
100;200;9;4000000;509458;138;287333;
100;200;9;4000000;509087;143;286899;
100;200;9;6000000;513357;140;424393;
100;200;9;6000000;514962;139;424243;
100;200;9;6000000;505779;143;424098;
100;200;9;6000000;510341;143;424837;
100;200;9;6000000;509473;144;424326;
100;200;9;8000000;510969;142;563084;
100;200;9;8000000;511973;142;562990;
100;200;9;8000000;510990;144;562497;
100;200;9;8000000;508788;154;563148;
100;200;9;8000000;510129;146;562771;
100;200;9;10000000;511044;151;700773;
100;200;9;10000000;508516;154;701701;
100;200;9;10000000;508158;144;701345;
100;200;9;10000000;506304;143;701351;
100;200;9;10000000;506920;145;701621;
100;400;9;2000000;2406288;133;883937;
100;400;9;2000000;640098;141;885216;
100;400;9;2000000;638355;134;884235;
100;400;9;2000000;637795;133;883210;
100;400;9;2000000;645987;135;883877;
100;400;9;4000000;640123;145;1741176;
100;400;9;4000000;636702;144;1739185;
100;400;9;4000000;638186;141;1740128;
100;400;9;4000000;636209;141;1741024;
100;400;9;4000000;636255;142;1736982;
100;400;9;6000000;641715;150;2594672;
100;400;9;6000000;641263;144;2591197;
100;400;9;6000000;649810;143;2591172;
100;400;9;6000000;641823;141;2595632;
100;400;9;6000000;643072;143;2593083;
100;400;9;8000000;639147;149;3447945;
100;400;9;8000000;639139;142;3444279;
100;400;9;8000000;639802;142;3449833;
100;400;9;8000000;641865;149;3443222;
100;400;9;8000000;641417;141;3451732;
100;400;9;10000000;637945;146;4311145;
100;400;9;10000000;639244;144;4309456;
100;400;9;10000000;637057;140;4309933;
100;400;9;10000000;638099;139;4313762;
100;400;9;10000000;646523;141;4312409;
100;600;9;2000000;3042926;142;993063;
100;600;9;2000000;790620;140;992706;
100;600;9;2000000;786287;144;992069;
100;600;9;2000000;784445;143;993783;
100;600;9;2000000;788612;147;992321;
100;600;9;4000000;795121;145;1968571;
100;600;9;4000000;786001;148;1966814;
100;600;9;4000000;787056;140;1965762;
100;600;9;4000000;788127;149;1967495;
100;600;9;4000000;786076;140;1968401;
100;600;9;6000000;795662;147;2942033;
100;600;9;6000000;787059;151;2954182;
100;600;9;6000000;787871;150;2941480;
100;600;9;6000000;788135;146;2942579;
100;600;9;6000000;791937;147;2942954;
100;600;9;8000000;790119;147;3919520;
100;600;9;8000000;785777;147;3923386;
100;600;9;8000000;788924;146;3920193;
100;600;9;8000000;786621;149;3921182;
100;600;9;8000000;786753;149;3920344;
100;600;9;10000000;793751;145;4893464;
100;600;9;10000000;783655;147;4893712;
100;600;9;10000000;783161;153;4890442;
100;600;9;10000000;788455;147;4897263;
100;600;9;10000000;797367;149;4896811;
100;700;4;1000000;712900;147;610605;
100;700;4;1000000;705801;150;598961;
100;700;4;1000000;692711;147;595953;
100;700;4;1000000;702848;149;587105;
100;700;4;1000000;693346;147;592816;
100;900;4;1000000;797956;153;738327;
100;900;4;1000000;799896;157;735444;
100;900;4;1000000;801543;155;751629;
100;900;4;1000000;802017;170;750301;
100;900;4;1000000;805750;166;749002;
100;800;4;2000000;1114583;159;2059487;
100;800;4;2000000;749376;167;1346374;
100;800;4;2000000;994151;152;1341686;
100;800;4;2000000;748302;159;1338489;
100;800;4;2000000;744792;157;1354433;
100;800;9;2000000;935394;165;1307472;
100;800;9;2000000;937616;167;1307411;
100;800;9;2000000;929351;166;1307887;
100;800;9;2000000;931220;165;1307957;
100;800;9;2000000;926861;159;1306468;
100;800;24;2000000;1561872;158;3174293;
100;800;24;2000000;1563093;161;3166635;
100;800;24;2000000;1566818;159;3164172;
100;800;24;2000000;1558237;156;3169388;
100;800;24;2000000;1565398;159;3166834;
100;800;49;2000000;2454650;162;4864573;
100;800;49;2000000;2447682;158;4860199;
100;800;49;2000000;2446535;163;4859832;
100;800;49;2000000;2465075;161;4860583;
100;800;49;2000000;2460378;165;4859535;
100;800;4;4000000;750293;160;2628900;
100;800;4;4000000;753164;177;2663880;
100;800;4;4000000;746388;159;2678281;
100;800;4;4000000;748152;170;2608668;
100;800;4;4000000;745136;158;2681780;
100;800;9;4000000;934020;168;2617633;
100;800;9;4000000;940091;165;2617203;
100;800;9;4000000;937519;165;2615018;
100;800;9;4000000;928217;161;2617131;
100;800;9;4000000;930264;163;2616488;
100;800;24;4000000;1568208;161;6310516;
100;800;24;4000000;1556573;163;6306594;
100;800;24;4000000;1563594;159;6313425;
100;800;24;4000000;1566565;164;6306212;
100;800;24;4000000;1566756;163;6310111;
100;800;49;4000000;2451809;166;9704305;
100;800;49;4000000;2455940;160;9704006;
100;800;49;4000000;2446151;172;9708227;
100;800;49;4000000;2462309;172;9703148;
100;800;4;2000000;1197502;159;1400426;
100;800;4;2000000;748925;158;1324364;
100;800;4;2000000;750154;169;1364758;
100;800;4;2000000;751272;164;1369789;
100;800;4;2000000;747029;157;1343125;
100;800;9;2000000;1185623;156;1306671;
100;800;9;2000000;933769;159;1307657;
100;800;9;2000000;938761;162;1304150;
100;800;9;2000000;933728;164;1303433;
100;800;9;2000000;933791;169;1308216;
100;800;24;2000000;1561202;159;3168641;
100;800;24;2000000;1623017;157;3166142;
100;800;24;2000000;1556471;156;3171542;
100;800;24;2000000;1572471;159;3166904;
100;800;24;2000000;1558757;161;3171765;
100;800;49;2000000;2461727;164;4858329;
100;800;49;2000000;2472891;161;4861546;
100;800;49;2000000;2467935;161;4859636;
100;800;49;2000000;2457295;159;4854085;
100;800;49;2000000;2450046;171;4862740;
100;800;4;4000000;753536;177;2627752;
100;800;4;4000000;748163;162;2655590;
100;800;4;4000000;746349;158;2632323;
100;800;4;4000000;755750;161;2663283;
100;800;4;4000000;745354;157;2661412;
100;800;9;4000000;935911;165;2617036;
100;800;9;4000000;930726;160;2615993;
100;800;9;4000000;947104;161;2615326;
100;800;9;4000000;934158;160;2627115;
100;800;9;4000000;933682;157;2620915;
100;800;24;4000000;1564851;161;6310811;
100;800;24;4000000;1568694;163;6312292;
100;800;24;4000000;1574810;158;6311408;
100;800;24;4000000;1601611;156;6315536;
100;800;24;4000000;1563868;156;6314506;
100;800;49;4000000;2460818;163;9700673;
100;800;49;4000000;2451490;156;9704165;
100;800;49;4000000;2456359;165;9700155;
100;800;49;4000000;2453052;161;9704484;
100;800;49;4000000;2461118;162;9703515;
100;800;4;6000000;748932;169;3917501;
100;800;4;6000000;748412;158;3956312;
100;800;4;6000000;746849;163;3961179;
100;800;4;6000000;747528;160;3936647;
100;800;4;6000000;750675;164;3925372;
100;800;9;6000000;940765;160;3910325;
100;800;9;6000000;932906;158;3911007;
100;800;9;6000000;937358;161;3914753;
100;800;9;6000000;931571;161;3915312;
100;800;9;6000000;933873;160;3916897;
100;800;24;6000000;1563961;157;9448908;
100;800;24;6000000;1561690;158;9455493;
100;800;24;6000000;1563640;161;9455877;
100;800;24;6000000;1565552;170;9458311;
100;800;24;6000000;1566582;159;9447175;
100;800;49;6000000;2457948;162;14535913;
100;800;49;6000000;2453596;160;14534268;
100;800;49;6000000;2460879;158;14535225;
100;800;49;6000000;2461627;156;14530207;
100;800;49;6000000;2461054;154;14532091;
100;800;4;8000000;752438;163;5225656;
100;800;4;8000000;747773;162;5283415;
100;800;4;8000000;753424;161;5297816;
100;800;4;8000000;748492;159;5262949;
100;800;4;8000000;755371;164;5240624;
100;800;9;8000000;936781;164;5207646;
100;800;9;8000000;933585;159;5209066;
100;800;9;8000000;933223;167;5210146;
100;800;9;8000000;932607;162;5209479;
100;800;9;8000000;931325;161;5209930;
100;800;24;8000000;1566194;161;12579990;
100;800;24;8000000;1566322;159;12578513;
100;800;24;8000000;1587646;151;12578743;
100;800;24;8000000;1573105;161;12581021;
100;800;24;8000000;1562224;158;12573601;
100;800;49;8000000;2457151;162;19344113;
100;800;49;8000000;2466642;156;19350014;
100;800;49;8000000;2457216;163;19345905;
100;800;49;8000000;2462921;162;19340540;
100;800;49;8000000;2455216;159;19345824;
100;800;4;10000000;753301;159;6515478;
100;800;4;10000000;748942;160;6578694;
100;800;4;10000000;750250;161;6536225;
100;800;4;10000000;746760;167;6537730;
100;800;4;10000000;754066;161;6525889;
100;800;9;10000000;937424;161;6509136;
100;800;9;10000000;936208;163;6500369;
100;800;9;10000000;933513;161;6507293;
100;800;9;10000000;936778;159;6507079;
100;800;9;10000000;931261;158;6505739;
100;800;24;10000000;1563540;159;15727715;
100;800;24;10000000;1564886;162;15725850;
100;800;24;10000000;1562148;158;15711760;
100;800;24;10000000;1565137;166;15718008;
100;800;24;10000000;1569899;159;15715061;
100;800;49;10000000;2456549;163;24180061;
100;800;49;10000000;2457262;161;24188907;
100;800;49;10000000;2458740;158;24175802;
100;800;49;10000000;2476428;160;24175490;
100;800;49;10000000;2462455;158;24173061;
100;1000;4;2000000;1134295;169;1640263;
100;1000;4;2000000;856973;166;1640381;
100;1000;4;2000000;853222;169;1636528;
100;1000;4;2000000;848931;171;1630611;
100;1000;4;2000000;858988;165;1620112;
100;1000;9;2000000;13018762;172;1557776;
100;1000;9;2000000;1111493;180;1555975;
100;1000;9;2000000;1110526;168;1556973;
100;1000;9;2000000;1103554;166;1558268;
